From;To;Type;Through;start_x;start_y;stop_x;stop_y;Comment
3830;3879;river_large;9821;-1;-1;-1;-1;Titel-Becse
3865;3974;river_large;9822;-1;-1;-1;-1;Csongrad-Nagylak
523;3867;river_large;9823;-1;-1;-1;-1;Hewes-Tur
3874;3873;river_large;9825;-1;-1;-1;-1;Svarvas-Bekes
521;3974;river_large;9827;-1;-1;-1;-1;Csanad-Nagylak
3613;505;river_large;9829;-1;-1;-1;-1;Zemun-Belgrade
3610;3509;river_large;9830;-1;-1;-1;-1;Vakovo-Bijeljina
3515;3516;river_large;9832;-1;-1;-1;-1;Gradiska-Vrbaski Grad
461;3535;river_large;9834;-1;-1;-1;-1;Zagreb-Sisak
4984;4985;river_large;9836;-1;-1;-1;-1;Segarcea-Craiova
4986;514;river_large;9837;-1;-1;-1;-1;Corabia-Turnu
4991;4995;river_large;9838;-1;-1;-1;-1;Comana-Bucuresti
4997;5001;river_large;9840;-1;-1;-1;-1;Calarasi-Slobozia
5003;511;river_large;9842;-1;-1;-1;-1;Braila-Galati
5016;511;river_large;9844;-1;-1;-1;-1;Cahul-Galati
3601;3664;river_large;10018;-1;-1;-1;-1;Smederevo-Branicevo
2960;2970;river_large;10140;-1;-1;-1;-1;PASSAU-SCHARDING
2956;2984;river_large;10142;-1;-1;-1;-1;FALKENSTEIN-MARQUARDSTEIN
3081;3816;river_large;10143;-1;-1;-1;-1;HOHENAU-Szomolany
4170;4159;river_large;10144;-1;-1;-1;-1;Hodonin-Spytihnev
3832;3831;river_large;10147;-1;-1;-1;-1;Pecsen-Nyitra
## Southern Europe ##
#Axios
3782;490;river_large;10054;-1;-1;-1;-1;Sthlanitza-Thessalonike
#Maritsa
3768;3766;river_large;10066;-1;-1;-1;-1;Traianopolis-Ainos
3627;494;river_large;10067;-1;-1;-1;-1;Didymoteichon-Adrianopolis
3634;3632;river_large;10068;-1;-1;-1;-1;Haskovo-Beroe
## Middle East ##
#Tigris-Euphrates
4828;4795;river_large;9846;-1;-1;-1;-1;BAGHDAD-UKBARA
4834;4805;river_large;9847;-1;-1;-1;-1;HISN AL-MASHUQ-SAMARRA
4835;4807;river_large;9847;-1;-1;-1;-1;TAKRIT-BARIMMA
4840;4811;river_large;9849;-1;-1;-1;-1;MOSUL-NINAWA
4847;4816;river_large;9851;-1;-1;-1;-1;HISN_KAIFA-SA'IRD
4794;4795;river_large;9853;-1;-1;-1;-1;BA'QUBA-UKBARA
4799;4792;river_large;9854;-1;-1;-1;-1;KHANIJAR-JALULA-HULWAN
6001;6003;river_large;9855;-1;-1;-1;-1;AS-SALMAN-NIFFAR
5992;4826;river_large;9856;-1;-1;-1;-1;AL-KUFA-AL-HILA
4833;4831;river_large;9858;-1;-1;-1;-1;HIT-AR-RABB
4889;4884;river_large;9859;-1;-1;-1;-1;AL-RAHBA-SUKAYR AL-ABBAS
5943;4876;river_large;9860;-1;-1;-1;-1;RATLA-RAQQA
5908;4873;river_large;9862;-1;-1;-1;-1;MANBIJ-TALL_AMMAR
4881;4883;river_large;9863;-1;-1;-1;-1;ASH-SHAMSANIYA-MAKISIN
6016;6017;river_large;9866;-1;-1;-1;-1;BAYAN-ABBADAN
6012;6011;river_large;9867;-1;-1;-1;-1;HUWAIZA-AHWAZ
4818;4257;river_large;9868;-1;-1;-1;-1;AS-SUS-Gondishapur
4789;4822;river_large;10136;-1;-1;-1;-1;BAKUSAYA-KASKAR
6008;6009;river_large;10137;-1;-1;-1;-1;NAHR_SIMMARA-AL-MADHAR
#Kura
5790;5773;river_large;9869;-1;-1;-1;-1;Paytakaran-Salyan
5779;5778;river_large;9870;-1;-1;-1;-1;Barda-Mingachevir
5780;5767;river_large;9871;-1;-1;-1;-1;Tovuz-Ujarma
5776;5789;river_large;9873;-1;-1;-1;-1;Paidangaran-Varsan
#Seyhan
761;5624;river_large;10055;-1;-1;-1;-1;Tarsus-Mallus
#Ceyhan
5625;4896;river_large;10057;-1;-1;-1;-1;Anazaribus-TALL HAMID
## Central Asia ##
#Ural
5317;618;river_large;9876;-1;-1;-1;-1;Saraychiq-Atyrau
5349;7218;river_large;9878;-1;-1;-1;-1;Zhaltyr-Santas
5501;897;river_large;9880;-1;-1;-1;-1;Orenburg-Iletsk
#Uzboy
4415;4533;river_large;9881;-1;-1;-1;-1;CHELEKEN-NEBIT DAG
4529;4528;river_large;9882;-1;-1;-1;-1;IGDY-KURTYSH
#Amu Darya
4458;4459;river_large;9884;-1;-1;-1;-1;MADMINIYA-BARATIGIN
4449;4448;river_large;9886;-1;-1;-1;-1;RAKHUSHMITHAN-KATH
4443;4444;river_large;9887;-1;-1;-1;-1;SADVAR-NUKFAGH
4241;4242;river_large;9888;-1;-1;-1;-1;Shagal-Firabr
4247;4248;river_large;9890;-1;-1;-1;-1;Zamm-Akhsisak
4337;4373;river_large;9891;-1;-1;-1;-1;Navida-Charmanjan
4455;4456;river_large;9894;-1;-1;-1;-1;ZAMAKHSHAR-GURGANJ
#Syr Darya
7110;900;river_large;9895;-1;-1;-1;-1;Kazalinsk-Yangikent
901;7116;river_large;9896;-1;-1;-1;-1;Jend-Beljan
7123;7125;river_large;9897;-1;-1;-1;-1;Sighnaq-Uzgend
1181;7136;river_large;9899;-1;-1;-1;-1;Sutkend-Chimkent
4417;903;river_large;9901;-1;-1;-1;-1;KHAWAS-Afrasiyab
## Western India ##
#Indus
3443;1341;river_large;8589;-1;-1;-1;-1;Kalabagh-Nandana
3414;1338;river_large;9904;-1;-1;-1;-1;Alipur-Multan
1192;3427;river_large;9906;-1;-1;-1;-1;Bhera-Bhirr
#Sabarmati
3377;1290;river_large;9908;-1;-1;-1;-1;Dholka-Khetaka
#Mahi
3375;1133;river_large;9910;-1;-1;-1;-1;Khambhat-Vadodara
1291;3374;river_large;9911;-1;-1;-1;-1;Khambhat-Vadodara
#Narmada
3380;1127;river_large;9913;-1;-1;-1;-1;Bharuch-Akruresvara
1182;1147;river_large;9915;-1;-1;-1;-1;Bawangaja-Mandapika
3325;919;river_large;9917;-1;-1;-1;-1;Ashta-Handia
917;1164;river_large;9918;-1;-1;-1;-1;Barman-Chauragarh
#Tapi
1287;1187;river_large;9919;-1;-1;-1;-1;Asirgarh-Changdev
## Southern India ##
#Ponnaiyar
7835;7832;river_large;9920;-1;-1;-1;-1;Tirukoilur-Jinji
#Palar
7831;7827;river_large;9921;-1;-1;-1;-1;Uttaramerur-Mamallapuram
#Penner
1204;1122;river_large;9922;-1;-1;-1;-1;Nellore-Udayagiri
7816;7856;river_large;9923;-1;-1;-1;-1;Anantapur-Adavani
#Krishna
1253;1221;river_large;9925;-1;-1;-1;-1;Nilagiri-Vijayawada
7905;7841;river_large;9927;-1;-1;-1;-1;Devarakonda-Sriparvata
1211;1218;river_large;9928;-1;-1;-1;-1;Pannagallu-Alampur
7886;1203;river_large;9929;-1;-1;-1;-1;Bagavadi-Idatarainadu
7887;7901;river_large;9931;-1;-1;-1;-1;Kembavi-Gulbarga
1218;7854;river_large;9933;-1;-1;-1;-1;Alampur-Kandanavolu
7876;7859;river_large;9934;-1;-1;-1;-1;Anegandi-Kampili
#Godavari
1255;7923;river_large;8599;-1;-1;-1;-1;Vemulavada-Mancherial
7919;1157;river_large;9935;-1;-1;-1;-1;Bhainsa-Balkonda
7894;1142;river_large;9936;-1;-1;-1;-1;Bhid-Pratishthana
1269;1254;river_large;9939;-1;-1;-1;-1;Canda-Vairagara
7931;7935;river_large;9939;-1;-1;-1;-1;Seoni-Gondia
## Eastern India ##
#Mahanadi
1230;3987;river_large;9941;-1;-1;-1;-1;Suvarnapura-Bajrakot
1155;921;river_large;9942;-1;-1;-1;-1;Sripuri-Savarinarayana
#Ganges
1284;1328;river_large;1314;-1;-1;-1;-1;Manikpur-Prayaga
1275;1282;river_large;9943;-1;-1;-1;-1;Jajmau-Lalganj
1358;3468;river_large;9944;-1;-1;-1;-1;Vodamayutja-Tilokpur
3450;1173;river_large;9946;-1;-1;-1;-1;Indrasthana-Sambhal
1368;3474;river_large;9947;-1;-1;-1;-1;Hastinapura-Bijnor
3960;1113;river_large;9948;-1;-1;-1;-1;Chitrakuta-Kara
1169;1139;river_large;9950;-1;-1;-1;-1;Kalpi-Musanagar
3465;1215;river_large;9951;-1;-1;-1;-1;Dhavalapuri-Etawah
3447;3448;river_large;9952;-1;-1;-1;-1;Dhilika-Jahanpanah
3453;1367;river_large;9954;-1;-1;-1;-1;Sthanisvara-Saharanpur
3465;1172;river_large;9955;-1;-1;-1;-1;Dhavalapuri-Gwalior
1355;3338;river_large;9956;-1;-1;-1;-1;Ranthambore-Sheopur
3326;3327;river_large;9958;-1;-1;-1;-1;Mehidpur-Agar
1169;3961;river_large;9959;-1;-1;-1;-1;Kalpi-Rath
1298;3319;river_large;9960;-1;-1;-1;-1;Chanderi-Jarai_ka_Math
3323;1170;river_large;9962;-1;-1;-1;-1;Sanchi-Vidisa
884;881;river_large;9963;-1;-1;-1;-1;Haldi2-Pava
3953;3954;river_large;9964;-1;-1;-1;-1;Faizabad-Gonda
877;9654;river_large;9969;-1;-1;-1;-1;Sugauna-Bangaon
1233;858;river_large;9973;-1;-1;-1;-1;Saptagrama-Kumarhati
1235;863;river_large;9973;-1;-1;-1;-1;Tamralipti-Chatrabhog
1319;834;river_large;9971;-1;-1;-1;-1;Bikrampur-Chandpur
850;852;river_large;9972;-1;-1;-1;-1;Bokainagar-Nasirabad
876;869;river_large;9966;-1;-1;-1;-1;Arrah-Maner
909;1251;river_large;9967;-1;-1;-1;-1;Palamau-Sasaram
3967;907;river_large;9968;-1;-1;-1;-1;Chandrehi-Beohari
## West Africa ##
#Senegal
6784;6785;river_large;9974;-1;-1;-1;-1;WARAM-AWLIL
6786;6778;river_large;9974;-1;-1;-1;-1;CUBALEL-SILLA
6746;6774;river_large;9976;-1;-1;-1;-1;ARONDO-KARAKORO
6749;6751;river_large;9978;-1;-1;-1;-1;BAFULABE-BADUMBE
6750;6742;river_large;9979;-1;-1;-1;-1;KUNJAN-DIAKHA
#Volta
8006;8031;river_large;9980;-1;-1;-1;-1;KWAHU-SOUTH-WUSUTA
8004;8038;river_large;9981;-1;-1;-1;-1;BASSA-AFRAM-KETE_KARACHI
6944;6945;river_large;9982;-1;-1;-1;-1;MOLE_SOUTH-MAWLI
6971;6966;river_large;9983;-1;-1;-1;-1;KINTAMPO-BUIPE
6959;6956;river_large;9984;-1;-1;-1;-1;BOUNA-WA
8038;8037;river_large;9986;-1;-1;-1;-1;KETE_KARACHI-NANUMBA
6933;6936;river_large;9987;-1;-1;-1;-1;SANSANE_MANGO-DIKUTATENI
#Niger
6632;6644;river_large;9989;-1;-1;-1;-1;KRI-SANADO
6639;6728;river_large;9991;-1;-1;-1;-1;KANGABA-FIGUIRA
6734;6729;river_large;9992;-1;-1;-1;-1;JELIBAKORO-NIANI
6646;6649;river_large;9993;-1;-1;-1;-1;SOUM-SAN
6725;6724;river_large;9995;-1;-1;-1;-1;MANI-BANINKO
6907;6548;river_large;9997;-1;-1;-1;-1;KUTIGI-BIDA
6552;8103;river_large;9999;-1;-1;-1;-1;KONTOKORO-GUWARI
6549;8103;river_large;9997;-1;-1;-1;-1;MINNA-GUWARI
6555;6556;river_large;10132;-1;-1;-1;-1;KEBBI-SOKOTO-NORTH
#Chari
6813;6804;river_large;10003;-1;-1;-1;-1;MAKARI-BAGUIRMI-WEST
6812;6811;river_large;10004;-1;-1;-1;-1;LOGONE-BIRNI-BANRE
6808;6838;river_large;10005;-1;-1;-1;-1;DAM-BOUSSO
6818;6812;river_large;10006;-1;-1;-1;-1;BOGO-LOGONE-BIRNI
6830;6832;river_large;10007;-1;-1;-1;-1;MARBA-KIM
#Bahr el Ghazal
6804;6492;river_large;10008;-1;-1;-1;-1;BAGUIRMI-WEST-AUNO
6488;6850;river_large;10008;-1;-1;-1;-1;TIE-GHAZZAL
#Yobe
6504;6502;river_large;10009;-1;-1;-1;-1;YAU-GASKERU
6516;6535;river_large;10011;-1;-1;-1;-1;NGURU-GABAS
6519;6520;river_large;10012;-1;-1;-1;-1;KANO-KURA
6528;6526;river_large;10013;-1;-1;-1;-1;KUDU-AZARE
#Sassandra
8229;8208;river_large;10070;-1;-1;-1;-1;EAST_KRU-GAGNOA
8153;8148;river_large;10072;-1;-1;-1;-1;TURA-SEGUELA
#Bandama
8207;8137;river_large;10074;-1;-1;-1;-1;BOUBO-ATTIE
8139;8131;river_large;10076;-1;-1;-1;-1;BOUBO-BOUAKE
#Komoe
8135;8025;river_large;10078;-1;-1;-1;-1;EAST_ATTIE-AOWIN
8133;8029;river_large;10080;-1;-1;-1;-1;SATAMA-SOKORO-DIABE
#Nianda
8214;8215;river_large;10128;-1;-1;-1;-1;KPELLE-GBANSHAY
#Konkoure
8191;8190;river_large;10130;-1;-1;-1;-1;KONKURE-KANEYA
#Geba
8274;8269;river_large;8702;-1;-1;-1;-1;GUINALA-ACHUM
8196;8237;river_large;10131;-1;-1;-1;-1;KAADE-BAJAR
## Northern Asia ##
#Angar
7769;7780;river_large;10020;-1;-1;-1;-1;Olkha-Irkutsk
7767;7775;river_large;10021;-1;-1;-1;-1;Noty-Osa_MON
7762;7772;river_large;10022;-1;-1;-1;-1;Bisha_MON-Ilim_MON
#Selenga
7555;7697;river_large;10023;-1;-1;-1;-1;Selenga-Kabans
7554;7694;river_large;10024;-1;-1;-1;-1;Galuut Nuur-Chikoy
7552;7549;river_large;10026;-1;-1;-1;-1;Buteeliin Nuruu-Khargal
#Ob
7372;1329;river_large;10085;-1;-1;-1;-1;Parabel-Ket
7378;7433;river_large;10086;-1;-1;-1;-1;Konda_ob-Yaia
7381;7427;river_large;10087;-1;-1;-1;-1;Kolyvan-Ob
7406;1132;river_large;10089;-1;-1;-1;-1;Aley-Kirghiz
7406;7397;river_large;10091;-1;-1;-1;-1;Aley-Barnaul
1205;1329;river_large;10093;-1;-1;-1;-1;Narim-Ket
7439;7447;river_large;10094;-1;-1;-1;-1;Chulym_bis-Jorugul
5866;5897;river_large;10096;-1;-1;-1;-1;Belogorye-Nizyani
5877;7002;river_large;10097;-1;-1;-1;-1;Chukas Vosh-Koshley Vosh
7006;7015;river_large;10098;-1;-1;-1;-1;Sibir-Dolgujar
7027;7010;river_large;10099;-1;-1;-1;-1;Omgul-Vagaiskoy
1306;7012;river_large;10100;-1;-1;-1;-1;Tara-Kartaszevo
7062;7044;river_large;10101;-1;-1;-1;-1;Teke-Omsk
7043;7053;river_large;10103;-1;-1;-1;-1;Koriakovsky-Pavlodar
7334;7402;river_large;10104;-1;-1;-1;-1;Ak-Taylak-Molibay
7013;7044;river_large;10105;-1;-1;-1;-1;Petropavolsk-Omsk
1223;7029;river_large;10108;-1;-1;-1;-1;Ishim-Vikulova
7035;7019;river_large;10109;-1;-1;-1;-1;Petropavl-Uktuz
7026;7357;river_large;10111;-1;-1;-1;-1;Karasu-Jangyztau
7039;7274;river_large;10111;-1;-1;-1;-1;Chargaldzin-Kaska
7042;1435;river_large;10113;-1;-1;-1;-1;Karu Samys-Astana
5874;7014;river_large;10115;-1;-1;-1;-1;Koshuki-Vagay
5889;7017;river_large;10115;-1;-1;-1;-1;Terom-Yalu Torovsk
895;7020;river_large;10117;-1;-1;-1;-1;Kurgan-Vargashi
891;5882;river_large;10120;-1;-1;-1;-1;Tyumen-Tabary
5884;5879;river_large;10122;-1;-1;-1;-1;Tagil-Neramkary
5874;5882;river_large;10123;-1;-1;-1;-1;Koshuki-Tabary
5871;5879;river_large;10125;-1;-1;-1;-1;Pelym-Neramkary
887;892;river_large;10126;-1;-1;-1;-1;Kharom-Vosh-Tselym-Balyn

-1;-1;;-1;-1;-1;-1;-1;
